 1.0000000     0.0000000
 0.9935146     0.0000328
 0.9823316     0.0002799
 0.9693872     0.0007768
 0.9549204     0.0015353
 0.9393197     0.0025495
 0.9229635     0.0037979
 0.9061348     0.0052552
 0.8889993     0.0068984
 0.8716617     0.0087063
 0.8541841     0.0106621
 0.8366020     0.0127527
 0.8189310     0.0149666
 0.8011814     0.0172935
 0.7833643     0.0197227
 0.7654884     0.0222455
 0.7475569     0.0248542
 0.7295677     0.0275415
 0.7115195     0.0302998
 0.6934155     0.0331206
 0.6752598     0.0359958
 0.6570518     0.0389185
 0.6387843     0.0418825
 0.6204533     0.0448803
 0.6020722     0.0479009
 0.5836738     0.0509298
 0.5652958     0.0539522
 0.5469660     0.0569545
 0.5287012     0.0599251
 0.5105103     0.0628518
 0.4923975     0.0657238
 0.4743636     0.0685305
 0.4564110     0.0712609
 0.4385465     0.0739035
 0.4207796     0.0764453
 0.4031178     0.0788721
 0.3855656     0.0811706
 0.3681279     0.0833267
 0.3508154     0.0853254
 0.3336454     0.0871513
 0.3166377     0.0887853
 0.2998087     0.0902090
 0.2831732     0.0914047
 0.2667525     0.0923532
 0.2505764     0.0930371
 0.2346867     0.0934339
 0.2191427     0.0935206
 0.2040111     0.0932772
 0.1893279     0.0926749
 0.1750763     0.0916886
 0.1612214     0.0903027
 0.1477490     0.0885093
 0.1346675     0.0863054
 0.1220097     0.0836955
 0.1098235     0.0806938
 0.0981595     0.0773172
 0.0870508     0.0735851
 0.0765333     0.0695341
 0.0666826     0.0652338
 0.0575893     0.0607725
 0.0493279     0.0562414
 0.0419264     0.0517268
 0.0353859     0.0473018
 0.0296727     0.0430283
 0.0247230     0.0389440
 0.0204575     0.0350632
 0.0167863     0.0313853
 0.0136310     0.0279033
 0.0109302     0.0246137
 0.0086272     0.0215124
 0.0066706     0.0185910
 0.0050224     0.0158327
 0.0036460     0.0132153
 0.0025079     0.0107173
 0.0015826     0.0083208
 0.0008690     0.0060216
 0.0003704     0.0038268
 0.0000821     0.0017455
 0.0000015    -0.0002453
 0.0001543    -0.0022220
 0.0006543    -0.0041835
 0.0017795    -0.0059378
 0.0034230    -0.0074138
 0.0053711    -0.0087569
 0.0075877    -0.0100311
 0.0100812    -0.0112759
 0.0128830    -0.0125157
 0.0160466    -0.0137598
 0.0196458    -0.0150139
 0.0237723    -0.0162893
 0.0285352    -0.0176103
 0.0340721    -0.0189989
 0.0405579    -0.0204540
 0.0481759    -0.0219677
 0.0571121    -0.0235249
 0.0675084    -0.0250817
 0.0793870    -0.0265791
 0.0926799    -0.0279601
 0.1072023    -0.0291825
 0.1227483    -0.0302328
 0.1390995    -0.0311170
 0.1560317    -0.0318559
 0.1733561    -0.0324609
 0.1909409    -0.0329488
 0.2087101    -0.0333306
 0.2266164    -0.0336168
 0.2446339    -0.0338174
 0.2627411    -0.0339415
 0.2809150    -0.0339977
 0.2991365    -0.0339909
 0.3173963    -0.0339253
 0.3356931    -0.0338051
 0.3540251    -0.0336344
 0.3723850    -0.0334174
 0.3907627    -0.0331567
 0.4091524    -0.0328537
 0.4275542    -0.0325098
 0.4459710    -0.0321266
 0.4644015    -0.0317062
 0.4828398    -0.0312503
 0.5012785    -0.0307594
 0.5197152    -0.0302335
 0.5381524    -0.0296723
 0.5565927    -0.0290763
 0.5750334    -0.0284459
 0.5934666    -0.0277818
 0.6118847    -0.0270826
 0.6302859    -0.0263466
 0.6486726    -0.0255719
 0.6670435    -0.0247574
 0.6853880    -0.0239024
 0.7036884    -0.0230036
 0.7219264    -0.0220549
 0.7400860    -0.0210501
 0.7581588    -0.0199797
 0.7761509    -0.0188323
 0.7940833    -0.0175981
 0.8119871    -0.0162715
 0.8299006    -0.0148472
 0.8478578    -0.0133287
 0.8658720    -0.0117244
 0.8839324    -0.0100480
 0.9020020    -0.0083195
 0.9199459    -0.0065793
 0.9374129    -0.0048968
 0.9539148    -0.0033583
 0.9689795    -0.0020449
 0.9822285    -0.0010176
 0.9935088    -0.0003012
 1.0000000     0.0000000
